path	class	in_feature_set	candidate_state	upstream_state	candidate_differs_upstream	accepted_differs_upstream	candidate_blob	upstream_blob
ui/src/e2e/session-ownership.e2e.test.ts	test-file	no	present	present	no	yes	4c1d39c9ff9d3d3827d9274a7e95c42eff51b14c	4c1d39c9ff9d3d3827d9274a7e95c42eff51b14c
ui/src/e2e/session-placement.move.e2e.test.ts	test-file	no	present	present	no	yes	a6c950636c5f36f295ee6d90ec2906d31fd61eec	a6c950636c5f36f295ee6d90ec2906d31fd61eec
ui/src/e2e/session-progress-hovercard.e2e.test.ts	test-file	no	present	present	no	yes	ce9bb409014b1b973925451fbd7e59342a4be9e3	ce9bb409014b1b973925451fbd7e59342a4be9e3
ui/src/e2e/session-transcript-search.e2e.test.ts	test-file	no	present	present	no	yes	5c90d57fba15335d308495838ddc96a8248536b4	5c90d57fba15335d308495838ddc96a8248536b4
ui/src/e2e/sidebar-account-footer.e2e.test.ts	test-file	no	present	present	no	yes	91245661fb891a1a06167b2be7d0aa9109cafe25	91245661fb891a1a06167b2be7d0aa9109cafe25
ui/src/e2e/sidebar-customization.e2e.test.ts	test-file	no	present	present	no	yes	2c9b758a0222ed2cb17972f94b90b581a752c2d6	2c9b758a0222ed2cb17972f94b90b581a752c2d6
ui/src/e2e/sidebar-footer-proof.test-support.ts	test-support-fixture-snapshot	no	present	present	no	yes	8ba574257f3ae68caa81c137edee6872058ab685	8ba574257f3ae68caa81c137edee6872058ab685
ui/src/e2e/update-coalesced.e2e.test.ts	test-file	no	present	present	no	yes	60016b0386043ad82bd29ca2b3d1d1212c5a2589	60016b0386043ad82bd29ca2b3d1d1212c5a2589
ui/src/e2e/update-confirmation.e2e.test.ts	test-file	no	present	present	no	yes	e47209d281d3692efea5fb6aabd4c6748615cdc5	e47209d281d3692efea5fb6aabd4c6748615cdc5
ui/src/e2e/update-lifecycle.e2e.test.ts	test-file	no	present	present	no	yes	c29fde74ab267d38882e93a44334e248831cbd31	c29fde74ab267d38882e93a44334e248831cbd31
ui/src/e2e/usage-cost-analysis.e2e.test.ts	test-file	no	present	present	no	yes	5153cd74374cf2697c593165d121de2b7b24d02f	5153cd74374cf2697c593165d121de2b7b24d02f
ui/src/lib/chat/outbox-store.test.ts	test-file	no	present	present	no	yes	eaad00d03dc03ef61582d977cdf09b23451a43fa	eaad00d03dc03ef61582d977cdf09b23451a43fa
ui/src/lib/session-display.test.ts	test-file	no	present	present	no	yes	5e645d73464c093c097b43ba71da30aa68a3ab73	5e645d73464c093c097b43ba71da30aa68a3ab73
ui/src/lib/sessions/connection-hydration.test.ts	test-file	no	present	present	no	yes	f325954cc5b3e45d04a641892f83f043bb809e33	f325954cc5b3e45d04a641892f83f043bb809e33
ui/src/pages/chat/chat-agent-run-grouping.test.ts	test-file	no	present	present	no	yes	4bafbede5573696b033f58930b8edd0328f1ec94	4bafbede5573696b033f58930b8edd0328f1ec94
